"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"American journal of sociology";"0002-9602";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"102";"1";"2009";"114";"5";"0";"0";"0";"0";"0";"0";"59";"0"
"American linguistics";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"10";"2";"1968";"10";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Amerindia";"0221-8852";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"8";"0";"2004";"29-30";"0";"0";"0";"0";"0";"0";"0";"40";"0"
"Amerindia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"2";"0";"2003";"28";"0";"0";"0";"0";"0";"0";"0";"23";"0"
"Amerindia (Paris)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"0";"0";"1985";"10";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Amerindia Paris";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"1";"0";"1981";"6";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Ampurias";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"1";"0";"1979";"41/2";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Anales de antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"0";"1994";"31";"0";"0";"0";"0";"0";"0";"0";"46";"0"
"Anales de antropologia";"0185-1225";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"0";"2005";"39";"2";"0";"0";"0";"0";"0";"0";"50";"0"
"Anales de arqueologia y etnologia";"0325-0288";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1942";"3";"0";"2006";"0";"61";"0";"0";"0";"0";"0";"0";"42";"0"
"Anales de arqueologia y etnologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"16";"0";"1991";"46/7";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Anales de la Academia de Geografia e Historia de Guatemala";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"68";"0";"1994";"68";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Anales del Instituto de Investigaciones Esteticas";"0185-1276";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"66";"0";"2005";"27";"87";"0";"0";"0";"0";"0";"0";"19";"0"
"Anales del Instituto de Investigaciones Esteticas";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"71";"37-73";"1997";"71";"37-73";"0";"0";"0";"0";"0";"0";"1";"0"
"Anales del Instituto de la Patagonia (Serie ciencias humanas)";"0065-1922";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"29";"0";"2002";"30";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Anales del Instituto de la Patagonia (Serie ciencias humanas)";"0085-1922";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"27";"0";"2003";"31";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Anales del Instituto de la Patagonia (Serie ciencias humanas)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"25";"0";"1997";"25";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Anales del Museo del Pueblo espanol";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"1993";"6";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Anales del Museo Nacional de Antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"2";"11-47";"1995";"2";"303-32";"0";"0";"0";"0";"0";"0";"19";"0"
"Anales del Museo Nacional de Antropologia";"1135-1853";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"3";"0";"2006";"12";"0";"0";"0";"0";"0";"0";"0";"51";"0"
"Anales Instituto nacional de Antropologia e historia Mexico";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"15";"44";"1976";"Ep.";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Anales. Museo de America";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"5";"7-16";"1997";"5";"167-74";"0";"0";"0";"0";"0";"0";"11";"0"
"Anales. Museo de America (Madrid)";"1133-8741";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"3";"0";"2007";"15";"0";"0";"0";"0";"0";"0";"0";"44";"0"
"Ancient Ceylon, Journal of the Archaeological Survey of Ceylon";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1971";"1";"0";"1971";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Ancient India";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"16";"0";"1964";"20/1";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Ancient Mesoamerica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"2000";"11";"2";"0";"0";"0";"0";"0";"0";"12";"0"
"Ancient Mesoamerica";"0956-5361";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"1";"1";"2008";"19";"1";"0";"0";"0";"0";"0";"0";"37";"0"
"Ancient origins of human developmental plasticity";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2005";"17";"1";"2005";"17";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Ancient Pakistan";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"0";"1967";"3";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Andean past";"1055-8756";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"6";"0";"2007";"8";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Andean Past";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"0";"0";"1989";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annales aequatoria";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"11";"0";"1994";"15";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Annales aequatoria";"0254-4296";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"1";"2";"2007";"28";"0";"0";"0";"0";"0";"0";"0";"59";"0"
"Annales de l'Ecole des Lettres de l'Universite du Benin";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"1";"0";"1977";"4";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Annales de l'Ecole des Lettres des Science humaines de l'Universite d'Abidjan";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"1";"0";"1965";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annales de l'Universite d'Abidjan Serie D: lettres et sciences humaines";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"2";"0";"1981";"14";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Annales de l'Universite d'Abidjan Serie F: ethnosociologie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"1";"1";"1982";"10";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Annales de l'Universite d'Abidjan Serie G: geographie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"1";"1";"1981";"10";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Annales de l'Universite d'Abidjan Serie H: linguistique";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"1";"1979";"12";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Annales de l'Universite d'Abidjan Serie I: histoire";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"1";"0";"1981";"9";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Annales de l'Universite d'Abidjan: linguistique Hors Serie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1971";"1";"0";"1971";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annales de l'Universite d'Abidjann Serie J: traditions orales";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"0";"1978";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annales de l'Universite de Madagascar: Serie lettres et sciences humaines";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"7";"0";"1971";"12";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Annales de la Fondation Fyssen";"0980-157X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"14";"0";"2008";"0";"23";"0";"0";"0";"0";"0";"0";"20";"0"
"Annales de la Fondation Fyssen";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"11";"9-18";"2004";"19";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Annales de sociologie et d'anthropologie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"6/7";"41-76";"1998";"9";"149-200";"0";"0";"0";"0";"0";"0";"2";"0"
"Annales de sociologie et d'anthropologie";"0254-6000";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"10-11";"0";"2003";"14";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Annales de sociologie et d'anthropologie";"1729-6951";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"15";"0";"2004";"15";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annales du Service des Antiquites de l'Egypte";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"58";"0";"1988";"67";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Annales Universitatis Mariae Curie-Sklodowska: Sectio C";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"20";"0";"1976";"31";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Annales Universitatis Mariae Curie-Sklodowska: Sectio F";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"21";"0";"1996";"51";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Annales Universitatis Mariae Curie-Sklodowska: Sectio F";"0239-4251";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"54-5";"43-8";"2001";"46";"211-33";"0";"0";"0";"0";"0";"0";"45";"0"
"Annali del Museo Pitre Palermo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"11/13";"0";"1963";"14/15";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annali del Pontificio Museo Missionario etnologico";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"26";"0";"1974";"38/9";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Annali di San Michele";"1120-5687";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"1";"0";"2007";"20";"0";"0";"0";"0";"0";"0";"0";"141";"0"
"Annali lateranensi";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"25";"0";"1961";"25";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annals of human biology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"1";"1";"2004";"31";"6";"0";"0";"0";"0";"0";"0";"86";"0"
"Annals of human biology";"0301-4460";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"1";"4";"2008";"35";"3";"0";"0";"0";"0";"0";"0";"185";"0"
"Annals of human genetics";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"26";"3";"1994";"58";"4";"0";"0";"0";"0";"0";"0";"107";"0"
"Annals of the Bhandarkar Oriental Research Institute";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"42";"1/4";"2005";"85";"0";"0";"0";"0";"0";"0";"0";"37";"0"
"Annals of the Cape Provincial Museums";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"2";"0";"1978";"11";"12";"0";"0";"0";"0";"0";"0";"14";"0"
"Annals of the Cape Provincial Museums: human sciences";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"1";"1985";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annals of the Cape Provincial Museums: Natural History";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"6";"1";"1969";"6";"11";"0";"0";"0";"0";"0";"0";"3";"0"
"Annals of the Naprstek Museum";"0231-844X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"18";"0";"2004";"25";"0";"0";"0";"0";"0";"0";"0";"35";"0"
"Annals of the Naprstek Museum";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"1";"0";"1990";"17";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Annuaire roumain d'anthropologie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"0";"1999";"36";"0";"0";"0";"0";"0";"0";"0";"30";"0"
"Annuaire roumain d'anthropologie";"0039-3886";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"33";"0";"2005";"42";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Annual newsletter. Centralinstitut for Nordisk Asienforskning";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"15";"0";"1983";"17";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Annual of the British School at Athens";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"57";"0";"1983";"78";"0";"0";"0";"0";"0";"0";"0";"24";"0"
"Annual report (Society for Libyan Studies)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"15";"0";"1984";"15";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annual report for Libyan Studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"1";"0";"1983";"14";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Annual review of anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"11";"0";"2000";"29";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Annual review of anthropology";"0084-6570";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"12";"0";"2008";"37";"0";"0";"0";"0";"0";"0";"0";"45";"0"
"Annual review of anthropoology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"13";"0";"1984";"13";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Antaeus";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"16";"0";"1992";"21";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Antaeus";"0238-0218";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"24";"0";"2008";"29-30";"0";"0";"0";"0";"0";"0";"0";"48";"0"
"AnthropBulletin of the National Science Museum, Tokyo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"11";"0";"1985";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"AnthropBulletin of the National Science Museum: Series D anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1975";"1";"0";"1990";"16";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Anthropologia hungarica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"21";"0";"1992";"22";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Anthropologiai kozlemenyek";"0003-5440";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"39";"1-2";"2007";"48";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Anthropologiai kozlemenyek";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"7";"1/2";"2002";"43";"0";"0";"0";"0";"0";"0";"0";"50";"0"
"Anthropologica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"14";"0";"1994";"36";"1";"0";"0";"0";"0";"0";"0";"32";"0"
"Anthropologica (New Series)";"0003-5459";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1956";"0";"2";"2009";"51";"1";"0";"0";"0";"0";"0";"0";"61";"0"
"Anthropologica (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"37";"2";"1999";"41";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Anthropologica del Departamento de Ciencias Sociales";"0254-9212";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"1";"1";"2007";"25";"25";"0";"0";"0";"0";"0";"0";"30";"0"
"Anthropologica del Departamento de Ciencias Sociales";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"11";"11";"1996";"14";"14";"0";"0";"0";"0";"0";"0";"3";"0"
"Anthropologica et praehistorica";"1377-5723";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"112";"0";"2008";"0";"119";"0";"0";"0";"0";"0";"0";"8";"0"
"Anthropologica NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"4";"2";"1977";"19";"1";"0";"0";"0";"0";"0";"0";"26";"0"
"Anthropological forum";"0066-4677";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"4";"3-4";"2009";"19";"1";"0";"0";"0";"0";"0";"0";"38";"0"
"Anthropological forum";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"1";"1";"2000";"10";"2";"0";"0";"0";"0";"0";"0";"26";"0"
"Anthropological journal of European cultures";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"5";"1";"1999";"8";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Anthropological journal on European cultures";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"2004";"13";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Anthropological journal on European cultures";"0960-0604";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"1";"1";"2008";"17";"2";"0";"0";"0";"0";"0";"0";"22";"0"
"Anthropological linguistics";"0003-5483";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1959";"1";"4";"2009";"50";"1";"0";"0";"0";"0";"0";"0";"129";"0"
"Anthropological linguistics";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"4";"8";"2004";"46";"1";"0";"0";"0";"0";"0";"0";"212";"0"
