"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Annuaire de la curiosite?? et des beaux-arts";"";"AveryIndex";"University of California";"1918";"0";"0";"1918";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annuaire des Muse??es royaux des beaux-arts de Belgique";"";"AveryIndex";"University of California";"1940";"3";"0";"1940";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annual";"0885-3940";"AveryIndex";"University of California";"1991";"0";"18";"1991";"0";"18";"0";"0";"0";"0";"0";"0";"1";"0"
"Annual";"";"AveryIndex";"University of California";"1950";"45";"0";"1994";"21";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Annual excursion";"";"AveryIndex";"University of California";"1901";"0";"0";"1901";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Annual handbook";"";"AveryIndex";"University of California";"1922";"0";"0";"1931";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annual house tour";"";"AveryIndex";"University of California";"1970";"0";"10";"1972";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Annual house tour guide";"";"AveryIndex";"University of California";"1985";"0";"0";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annual house tour guide.";"";"AveryIndex";"University of California";"1973";"0";"0";"1975";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Annual of the British School at Athens";"";"AveryIndex";"University of California";"1984";"0";"79";"1991";"86";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Annual of the British School at Athens";"0068-2454";"AveryIndex";"University of California";"1979";"0";"74";"1994";"89";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Annual proceedings";"";"AveryIndex";"University of California";"1977";"2";"0";"1981";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annual Register [London]";"";"AveryIndex";"University of California";"1924";"0";"0";"1934";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annual report";"";"AveryIndex";"University of California";"1888";"0";"9";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Annual report &amp; bulletin";"";"AveryIndex";"University of California";"1980";"0";"0";"1982";"0";"9";"0";"0";"0";"0";"0";"0";"2";"0"
"Annual. Session 1939-1940";"";"AveryIndex";"University of California";"1943";"0";"40";"1943";"0";"40";"0";"0";"0";"0";"0";"0";"1";"0"
"Annual. Session 1939-40";"";"AveryIndex";"University of California";"1943";"0";"40";"1943";"0";"40";"0";"0";"0";"0";"0";"0";"1";"0"
"Annuario";"";"AveryIndex";"University of California";"1959";"37-38";"0";"1971";"49";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Annuario della Scuola archeologica di Atene e delle Missioni italiane in Oriente";"";"AveryIndex";"University of California";"1969";"47-48";"0";"1972";"50-51";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Annuario della Scuola archeologica di Atene e delle missioni italiane in Oriente";"0067-0081";"AveryIndex";"University of California";"1974";"52-53";"0";"1981";"59";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Annuario.";"";"AveryIndex";"University of California";"1971";"49";"0";"1971";"49";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Ansonia";"";"AveryIndex";"University of California";"1909";"4";"0";"1909";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Anthos";"0003-5424";"AveryIndex";"University of California";"1984";"23";"0";"1997";"36";"2";"0";"0";"0";"0";"0";"0";"42";"0"
"Anthos";"";"AveryIndex";"University of California";"1989";"28";"1";"1994";"33";"3";"0";"0";"0";"0";"0";"0";"4";"0"
"Antichita viva";"";"AveryIndex";"University of California";"1977";"16";"3";"1978";"17";"3";"0";"0";"0";"0";"0";"0";"5";"0"
"Antichita?? viva";"0003-5645";"AveryIndex";"University of California";"1978";"17";"1";"1995";"34";"1-2";"0";"0";"0";"0";"0";"0";"37";"0"
"Antichita?? viva";"";"AveryIndex";"University of California";"1977";"16";"2";"1980";"19";"6";"0";"0";"0";"0";"0";"0";"12";"0"
"Antike";"";"AveryIndex";"University of California";"1935";"0";"0";"1942";"18";"0";"0";"0";"0";"0";"0";"0";"19";"0"
"Antike Denkmaeler";"";"AveryIndex";"University of California";"1886";"1";"0";"1886";"1";"14-15";"0";"0";"0";"0";"0";"0";"2";"0"
"Antike kunst";"";"AveryIndex";"University of California";"1980";"23";"1";"1980";"23";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Antike Welt";"0003-5688";"AveryIndex";"University of California";"1981";"24";"0";"1989";"32";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Antike welt";"0003-570X";"AveryIndex";"University of California";"1976";"3";"3";"1989";"20";"4";"0";"0";"0";"0";"0";"0";"37";"0"
"Antike Welt";"";"AveryIndex";"University of California";"1974";"5";"1";"1979";"10";"2";"0";"0";"0";"0";"0";"0";"20";"0"
"Antikvariskt arkiv";"0083-6737";"AveryIndex";"University of California";"1985";"72";"0";"1987";"73";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Antikvariskt arkiv";"";"AveryIndex";"University of California";"1955";"3";"0";"1966";"30";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Antiquarian";"";"AveryIndex";"University of California";"1925";"4";"0";"1929";"12";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Antiquaries journal";"";"AveryIndex";"University of California";"1935";"15";"0";"1980";"60";"0";"0";"0";"0";"0";"0";"0";"60";"0"
"Antiquaries journal";"0003-5815";"AveryIndex";"University of California";"1976";"56";"2";"1995";"75";"0";"0";"0";"0";"0";"0";"0";"21";"0"
"Antiquary";"";"AveryIndex";"University of California";"1881";"7";"0";"1884";"10";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Antique dealer and collectors' guide";"";"AveryIndex";"University of California";"1946";"1";"0";"1960";"14";"0";"0";"0";"0";"0";"0";"0";"32";"0"
"Antiques";"";"AveryIndex";"University of California";"1922";"1-2";"0";"1980";"118";"6";"0";"0";"0";"0";"0";"0";"214";"0"
"Antiques";"0161-9284";"AveryIndex";"University of California";"1975";"107";"0";"2009";"188";"0";"0";"0";"0";"0";"0";"0";"306";"0"
"Antiquity";"0003-598X";"AveryIndex";"University of California";"1975";"49";"193";"1989";"63";"240";"0";"0";"0";"0";"0";"0";"20";"0"
"Antiquity";"";"AveryIndex";"University of California";"1933";"7";"0";"1979";"53";"208";"0";"0";"0";"0";"0";"0";"52";"0"
"Antologia di belle arti";"";"AveryIndex";"University of California";"1977";"1";"4";"1993";"0";"43";"0";"0";"0";"0";"0";"0";"8";"0"
"Anuari";"";"AveryIndex";"University of California";"1907";"0";"0";"1952";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Anuario de arquitectura, Venezuela";"";"AveryIndex";"University of California";"1981";"0";"1";"1988";"0";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Anuario de la Arquitectura en Colombia";"";"AveryIndex";"University of California";"1971";"0";"0";"1984";"13";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Anuario...: arquitectura espanola = Yearbook...: Spanish architecture";"1133-0082";"AveryIndex";"University of California";"1993";"0";"0";"1993";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Any";"";"AveryIndex";"University of California";"2000";"0";"27";"2000";"0";"27";"0";"0";"0";"0";"0";"0";"1";"0"
"Any";"1068-4220";"AveryIndex";"University of California";"1993";"1";"0";"2000";"0";"27";"0";"0";"0";"0";"0";"0";"26";"0"
"Anzeiger";"";"AveryIndex";"University of California";"1977";"0";"0";"1977";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Aperture";"";"AveryIndex";"University of California";"1971";"16";"3";"1971";"16";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Apocrypha";"0163-4062";"AveryIndex";"University of California";"1975";"0";"2";"1978";"0";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Apollo";"0003-5436";"AveryIndex";"University of California";"2005";"162";"523";"2005";"162";"523";"0";"0";"0";"0";"0";"0";"1";"0"
"Apollo";"";"AveryIndex";"University of California";"1925";"1";"0";"1980";"112";"226";"0";"0";"0";"0";"0";"0";"28";"0"
"Apollon";"";"AveryIndex";"University of California";"1909";"1";"0";"1944";"9";"0";"0";"0";"0";"0";"0";"0";"50";"0"
"Appendx: culture, theory, praxis";"1080-9619";"AveryIndex";"University of California";"1993";"0";"1";"1999";"0";"4";"0";"0";"0";"0";"0";"0";"4";"0"
"Appleton's booklovers magazine";"";"AveryIndex";"University of California";"1905";"6";"3";"1905";"6";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Approach";"";"AveryIndex";"University of California";"1964";"0";"0";"2000";"0";"18";"0";"0";"0";"0";"0";"0";"24";"0"
"APT : bulletin of the Association for Preservation Technology";"0380-0598";"AveryIndex";"University of California";"1969";"1";"1";"1969";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"APT Bulletin";"0044-9466";"AveryIndex";"University of California";"1970";"2";"1-2";"2007";"38";"1";"0";"0";"0";"0";"0";"0";"74";"0"
"APT newsletter";"";"AveryIndex";"University of California";"1975";"4";"2";"1975";"4";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Aquitania";"";"AveryIndex";"University of California";"1986";"4";"0";"1987";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Arca";"";"AveryIndex";"University of California";"1987";"0";"3";"1999";"0";"141";"0";"0";"0";"0";"0";"0";"128";"0"
"Arca";"0394-2147";"AveryIndex";"University of California";"1998";"0";"128";"2009";"0";"246";"0";"0";"0";"0";"0";"0";"119";"0"
"Arcade";"";"AveryIndex";"University of California";"1987";"6";"6";"2003";"22";"2";"0";"0";"0";"0";"0";"0";"43";"0"
"Arcade";"1095-4775";"AveryIndex";"University of California";"2004";"22";"3";"2008";"99";"33";"0";"0";"0";"0";"0";"0";"21";"0"
"ArcCA: the journal of the American Institute of Architects,California Council";"0738-1132";"AveryIndex";"University of California";"2000";"0";"1";"2008";"0";"1";"0";"0";"0";"0";"0";"0";"30";"0"
"Arch Plus";"0587-3452";"AveryIndex";"University of California";"1968";"1";"2";"2009";"0";"191-192";"0";"0";"0";"0";"0";"0";"122";"0"
"Arch-text";"0968-0799";"AveryIndex";"University of California";"1992";"1";"0";"1992";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Arch? eologia";"";"AveryIndex";"University of California";"1980";"0";"138";"1980";"0";"138";"0";"0";"0";"0";"0";"0";"1";"0"
"Archa?ologische mitteilungen aus Iran";"";"AveryIndex";"University of California";"1983";"10";"0";"1983";"10";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Archa?ologische Zeitung";"";"AveryIndex";"University of California";"1876";"34";"0";"1884";"41";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Archa?ologischer Anzeiger";"";"AveryIndex";"University of California";"1910";"25";"3-4";"1978";"0";"4";"0";"0";"0";"0";"0";"0";"51";"0"
"Archa?ologischer Anzeiger : Beiblatt zum Jahrbuch des Deutschen Archa?ologischen Instituts";"";"AveryIndex";"University of California";"1950";"65-66";"0";"1950";"65-66";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Archa?ologischer Anzeiger. Beiblatt";"";"AveryIndex";"University of California";"1950";"65-66";"0";"1958";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Archa?ologisches Korrespondenzblatt";"0342-743X";"AveryIndex";"University of California";"1987";"17";"2";"1987";"17";"4";"0";"0";"0";"0";"0";"0";"2";"0"
"Archa?ologisches Korrespondenzblatt";"";"AveryIndex";"University of California";"1971";"1";"3";"1989";"19";"3";"0";"0";"0";"0";"0";"0";"11";"0"
"Archaeologia";"";"AveryIndex";"University of California";"1770";"1";"0";"1973";"104";"0";"0";"0";"0";"0";"0";"0";"89";"0"
"Archaeologia aeliana";"0261-3417";"AveryIndex";"University of California";"1975";"3";"0";"1989";"17";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Archaeologia aeliana";"";"AveryIndex";"University of California";"1907";"3";"0";"1975";"3";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Archaeologia cambrensis";"0306-6924";"AveryIndex";"University of California";"1976";"125";"0";"1987";"136";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Archaeologia Cambrensis";"";"AveryIndex";"University of California";"1846";"1";"0";"1980";"124";"0";"0";"0";"0";"0";"0";"0";"76";"0"
"Archaeologia cantiana";"0066-5894";"AveryIndex";"University of California";"1979";"95";"0";"1988";"106";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Archaeologia Cantiana";"";"AveryIndex";"University of California";"1860";"3";"0";"1971";"86";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Archaeologia Iugoslavica";"";"AveryIndex";"University of California";"1964";"5";"0";"1970";"11";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Archaeologia Iugoslavica";"0350-2600";"AveryIndex";"University of California";"1977";"18";"0";"1977";"18";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaeologia viva";"";"AveryIndex";"University of California";"1968";"1";"1";"1968";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Archaeologia, or, Miscellaneous tracts relating to antiquity";"";"AveryIndex";"University of California";"1820";"18";"0";"1936";"86";"0";"0";"0";"0";"0";"0";"0";"42";"0"
"Archaeologia: or miscellaneous tracts relating to antiquity";"0261-3409";"AveryIndex";"University of California";"1977";"0";"403";"1986";"108";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Archaeologia: or Miscellaneous tracts relating to antiquity";"";"AveryIndex";"University of California";"1979";"106";"0";"1982";"107";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Archaeologiai e??rtesi??to??";"";"AveryIndex";"University of California";"1966";"93";"1";"1966";"93";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaeologiai e??rtesito??";"0003-8032";"AveryIndex";"University of California";"1977";"0";"104";"1987";"114-115";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Archaeologica classica";"0391-8165";"AveryIndex";"University of California";"1992";"44";"0";"1994";"46";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Archaeological journal";"0066-5983";"AveryIndex";"University of California";"1975";"132";"0";"2003";"160";"0";"0";"0";"0";"0";"0";"0";"24";"0"
"Archaeological journal";"";"AveryIndex";"University of California";"1847";"4";"0";"1979";"136";"0";"0";"0";"0";"0";"0";"0";"62";"0"
"Archaeological journal";"0954-1756";"AveryIndex";"University of California";"1988";"145";"0";"1993";"150";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Archaeological news";"0194-3413";"AveryIndex";"University of California";"1981";"10";"3";"1983";"12";"3-4";"0";"0";"0";"0";"0";"0";"3";"0"
"Archaeological newsletter";"";"AveryIndex";"University of California";"1977";"0";"141";"1988";"0";"29";"0";"0";"0";"0";"0";"0";"5";"0"
"Archaeological newsletter. Series II";"";"AveryIndex";"University of California";"1985";"0";"8";"1985";"0";"8";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaeological Reports";"";"AveryIndex";"University of California";"1972";"0";"0";"1978";"0";"24";"0";"0";"0";"0";"0";"0";"2";"0"
"Archaeological reports";"0570-6084";"AveryIndex";"University of California";"1986";"0";"32";"1986";"0";"32";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaeology";"0003-8113";"AveryIndex";"University of California";"1976";"29";"1";"2003";"56";"6";"0";"0";"0";"0";"0";"0";"104";"0"
"Archaeology";"";"AveryIndex";"University of California";"1948";"1";"0";"1978";"31";"4";"0";"0";"0";"0";"0";"0";"82";"0"
"Archaeology quarterly (Karachi, Pakistan)";"";"AveryIndex";"University of California";"1992";"5";"3-4";"1995";"6";"4";"0";"0";"0";"0";"0";"0";"2";"0"
"Archaeometry";"0003-813X";"AveryIndex";"University of California";"1970";"12";"0";"1989";"31";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Archaiologika analekta ex Atheno??n. Athens annals of archaeology";"";"AveryIndex";"University of California";"1982";"15";"2";"1982";"15";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaiologika analekta ex Athenon = Athens annals of archaeology";"";"AveryIndex";"University of California";"1968";"1";"1";"1973";"6";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Archaiologika Ephemeris";"";"AveryIndex";"University of California";"1974";"0";"0";"1974";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaiologike ephemeris";"";"AveryIndex";"University of California";"1954";"1954-1954";"0";"1954";"1954-1954";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Archaiologikon Deltion";"";"AveryIndex";"University of California";"1977";"32";"0";"1979";"34";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Archaologischer Anzeiger";"0003-8105";"AveryIndex";"University of California";"1974";"89";"2";"1999";"0";"4";"0";"0";"0";"0";"0";"0";"45";"0"
"Archaologisches Korrespondenzblatt";"0342-734X";"AveryIndex";"University of California";"1976";"6";"4";"1995";"25";"2";"0";"0";"0";"0";"0";"0";"17";"0"
"Arche??ologia";"9570-6270";"AveryIndex";"University of California";"1983";"0";"180-181";"1983";"0";"180-181";"0";"0";"0";"0";"0";"0";"1";"0"
"Arche??ologia";"";"AveryIndex";"University of California";"1979";"0";"128";"1981";"0";"153";"0";"0";"0";"0";"0";"0";"6";"0"
"Arche??ologie du Midi me??die??val";"0758-7708";"AveryIndex";"University of California";"1985";"3";"0";"2001";"19";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Arche??ologie me??die??vale";"0163-9337";"AveryIndex";"University of California";"2006";"36";"0";"2008";"38";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Arche??ologie me??die??vale";"0153-9337";"AveryIndex";"University of California";"1972";"2";"0";"2005";"35";"0";"0";"0";"0";"0";"0";"0";"29";"0"
"Archeologia";"";"AveryIndex";"University of California";"1956";"8";"0";"1978";"0";"124";"0";"0";"0";"0";"0";"0";"121";"0"
"Archeologia (Paris)";"0570-6270";"AveryIndex";"University of California";"1975";"0";"84";"1995";"0";"317";"0";"0";"0";"0";"0";"0";"109";"0"
"Archeologia (Poland)";"0066-605X";"AveryIndex";"University of California";"1976";"0";"90";"1986";"37";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Archeologia classica";"0003-8172";"AveryIndex";"University of California";"1978";"30";"0";"1984";"36";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Archeologia classica";"";"AveryIndex";"University of California";"1949";"1";"0";"1991";"43";"2";"0";"0";"0";"0";"0";"0";"49";"0"
"Archeologia medievale";"0390-0592";"AveryIndex";"University of California";"1984";"11";"0";"1993";"20";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Archeology (Karachi, Pakistan)";"";"AveryIndex";"University of California";"1991";"4";"1-2";"1991";"4";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Archetype";"";"AveryIndex";"University of California";"1970";"1";"3";"1982";"3";"1";"0";"0";"0";"0";"0";"0";"16";"0"
"Archhitecture + design";"";"AveryIndex";"University of California";"2004";"21";"12";"2004";"21";"12";"0";"0";"0";"0";"0";"0";"1";"0"
"Archi";"";"AveryIndex";"University of California";"1941";"23";"0";"1945";"24";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Archi &amp; colonne";"";"AveryIndex";"University of California";"1985";"1";"1";"1985";"1";"5-6";"0";"0";"0";"0";"0";"0";"4";"0"
"Archiectural lighting";"0894-0436";"AveryIndex";"University of California";"1988";"2";"1";"2009";"23";"2";"0";"0";"0";"0";"0";"0";"105";"0"
"Archigram";"";"AveryIndex";"University of California";"1966";"0";"7";"1969";"8";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Archimage";"";"AveryIndex";"University of California";"1987";"0";"0";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Archis";"1568-2730";"AveryIndex";"University of California";"1988";"0";"2";"2004";"0";"4";"0";"0";"0";"0";"0";"0";"18";"0"
"Archis";"0921-8041";"AveryIndex";"University of California";"1911";"3";"0";"2004";"0";"6";"0";"0";"0";"0";"0";"0";"165";"0"
"Archis";"0165-3504";"AveryIndex";"University of California";"1988";"0";"1";"1988";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0"
"Archis";"";"AveryIndex";"University of California";"1993";"0";"2";"2000";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Archis";"1568-8041";"AveryIndex";"University of California";"2002";"0";"6";"2002";"0";"6";"0";"0";"0";"0";"0";"0";"1";"0"
"Archite??cti";"";"AveryIndex";"University of California";"1991";"0";"10";"1992";"0";"17";"0";"0";"0";"0";"0";"0";"4";"0"
